record_id,standard_acronym,project_public_id,project_name,country_standard,project_type,project_status,geometry_type,project_url,redd_redd_plus_classification,redd_redd_plus_basis,wkt,original_wkt,coordinate_fix_applied
VCS_4876_2026-04-01,VCS,4876,NAMI REDD+ PROJECT,Brazil,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/4876,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-68.074258 -7.492083),,
VCS_4886_2026-04-01,VCS,4886,Tatuy REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4886,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-56.352499000000002 -11.674996),,
VCS_4889_2026-04-01,VCS,4889,NATURAL FOREST REGENERATION FOR ENHANCED CARBON STOCKS IN THE ALBERTINE RIFT (FRECAR),Uganda,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4889,REDD/REDD+,project_subcategories: REDD,POINT (30.817771 0.943503),,
VCS_4905_2026-04-01,VCS,4905,REDD Pantanal,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4905,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-57.204281000000002 -19.714074),,
VCS_4956_2026-04-01,VCS,4956,TAPERA AMAZONAS REDD+,Brazil,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/4956,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-57.711272000000001 -2.014072),,
VCS_4966_2026-04-01,VCS,4966,Yambone REDD+ Project,Mozambique,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4966,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (35.427779999999998 -12.49972),,
VCS_4968_2026-04-01,VCS,4968,Nkuba REDD+ Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/4968,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (27.211266999999999 1.160658),,
VCS_4987_2026-04-01,VCS,4987,COMACO South Landscape Management Project,Zambia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/4987,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (27.060320000000001 -14.990534999999999),,
VCS_5025_2026-04-01,VCS,5025,Guaranatuba REDD+ AUDD Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5025,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-56.589699000000003 -2.711452),,
VCS_5038_2026-04-01,VCS,5038,Nigeria Community-based Forestry Project,Nigeria,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5038,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (8.878748 9.891313999999999),,
VCS_5044_2026-04-01,VCS,5044,ARAGUAIA REDD+ BOCALON PROJECT,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5044,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-51.059998 -10.733333),,
VCS_5055_2026-04-01,VCS,5055,Açaí REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5055,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-70.231099 -7.84086),,
VCS_5071_2026-04-01,VCS,5071,Mangrove afforestation and reforestation project in Cambodia,Cambodia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5071,REDD/REDD+,project_subcategories: REDD,POINT (104.241460000000004 10.56883),,
VCS_5075_2026-04-01,VCS,5075,Liza Protect Forest,Congo,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5075,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (16.217780000000001 -2.615),,
VCS_5077_2026-04-01,VCS,5077,SEIKOPAI REDD+,Peru,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/5077,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-74.670276000000001 -1.375277),,
VCS_5087_2026-04-01,VCS,5087,KA'A PYAHU,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5087,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-45.545279999999998 -5.618341),,
VCS_5153_2026-04-01,VCS,5153,Kafue Zambezi Community Forest Project,Zambia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5153,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (27.849299999999999 -13.1404),,
VCS_5170_2026-04-01,VCS,5170,Supporting Ancestral Domains: Carbon Finance for Climate Action and Sustainable Development in the Mount Mantalingahan Protected Landscape,Philippines,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5170,REDD/REDD+,project_subcategories: REDD,POINT (117.674899999999994 8.823399999999999),,
VCS_5177_2026-04-01,VCS,5177,Lavushimanda Community Conservation Project,Zambia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5177,REDD/REDD+,project_subcategories: REDD,POINT (30.897644 -12.516775000000001),,
VCS_5181_2026-04-01,VCS,5181,Silk Grass Farms Forest Conservation Project (REDD+),Belize,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5181,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-88.368328000000005 16.884886000000002),,
VCS_5200_2026-04-01,VCS,5200,Together for the Forest Awaeté REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Registration and verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/5200,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-50.130952000000001 -4.797854),,
VCS_5232_2026-04-01,VCS,5232,V Carbon Nuku Maimai Project,Papua New Guinea,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/5232,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (142.441100000000006 -3.8969),,
VCS_5271_2026-04-01,VCS,5271,Zambruss REDD+ Project,Zambia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5271,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (24.970541999999998 -17.838794),,
VCS_5282_2026-04-01,VCS,5282,The Rubeho Mountains Carbon Project,"Tanzania, United Republic of",Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5282,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (36.598872 -7.0819),,
VCS_5287_2026-04-01,VCS,5287,V Carbon Nuku Nopan Project,Papua New Guinea,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5287,REDD/REDD+,project_subcategories: REDD,POINT (142.171661 -3.814991),,
VCS_5290_2026-04-01,VCS,5290,Iñapari Amazon REDD+ Project,Peru,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5290,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-69.575359000000006 -11.095684),,
VCS_5294_2026-04-01,VCS,5294,Maya Forest Corridor REDD project,Belize,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5294,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-88.564165 17.442862),POINT (17.442862000000002 -88.564165000000003),longitude_latitude_swapped
VCS_5295_2026-04-01,VCS,5295,AGROFLORESTAL NOVO HORIZONTE REDD AUD PROJECT,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5295,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-53.709940000000003 -2.675128),,
VCS_5343_2026-04-01,VCS,5343,STOCK CARBON MAZUAY,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5343,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-58.363706999999998 -2.464329),,
VCS_5369_2026-04-01,VCS,5369,Sierra del Divisor Conservation Corridor Grouped Project,Peru,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5369,REDD/REDD+,project_subcategories: REDD,POINT (-75.012215999999995 -7.022521),,
VCS_5390_2026-04-01,VCS,5390,Caiarara REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5390,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-49.325426999999998 -3.463405),,
VCS_5391_2026-04-01,VCS,5391,COLORADO REDD AUD PROJECT,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5391,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-53.600537000000003 -2.642938),,
VCS_5393_2026-04-01,VCS,5393,"FOREST CARBON FIXATION IN THE AREA OF INFLUENCE OF THE SANTA BARBARA MOUNTAIN, SANTA BARBARA, HONDURAS.",Honduras,Carbon capture and storage,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5393,REDD/REDD+,project_subcategories: REDD,POINT (-88.147306 14.917441),POINT (88.147306 14.917441),manual_review_sign_correction
VCS_5394_2026-04-01,VCS,5394,Kowen Antami REDD+ Project,Peru,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5394,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-75.123317 -10.444444000000001),,
VCS_5396_2026-04-01,VCS,5396,Wonegizi REDD+ Pilot Project,Liberia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5396,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-9.540940000000001 8.14133),,
VCS_5415_2026-04-01,VCS,5415,Vale do Rio Branco REDD+ Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5415,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-60.958542999999999 1.845918),,
VCS_5430_2026-04-01,VCS,5430,Cultivar Progresso REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5430,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-44.311937 -7.670833),,
VCS_5442_2026-04-01,VCS,5442,PROYECTO REDD+ JUNTOS POR LOS BOSQUES,Peru,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5442,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-69.885007000000002 -12.264920999999999),,
VCS_5458_2026-04-01,VCS,5458,Sanggala Corridor Project,Indonesia,Agriculture Forestry and Other Land Use,Registration requested,Point,https://registry.verra.org/app/projectDetail/VCS/5458,REDD/REDD+,project_subcategories: REDD,POINT (110.266278999999997 0.812613),,
VCS_5463_2026-04-01,VCS,5463,Khammouan REDD Project,Lao People's Democratic Republic,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5463,REDD/REDD+,project_name: REDD; project_subcategories: REDD,POINT (105.333332999999996 17.5),,
VCS_5464_2026-04-01,VCS,5464,Muyuchi,Peru,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5464,REDD/REDD+,project_description: REDD,POINT (-74.532319999999999 -8.38317),,
VCS_5501_2026-04-01,VCS,5501,Drawn Carbon REDD Foundations Project,Guatemala,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5501,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-89.798112000000003 17.100300000000001),,
VCS_5510_2026-04-01,VCS,5510,Project Caraga,Philippines,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5510,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (125.842202 9.241823),,
VCS_5520_2026-04-01,VCS,5520,The Pekanbaru Suntara Peatland Project (PSPP),Indonesia,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5520,REDD/REDD+,project_description: REDD+,POINT (101.203000000000003 1.768),,
VCS_5527_2026-04-01,VCS,5527,Mandassaia Farm Carbon REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5527,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-57.565066000000002 -10.793174),,
VCS_5532_2026-04-01,VCS,5532,"FOREST CARBON FIXATION IN THE AREA OF INFLUENCE OF THE SANTA BARBARA MOUNTAIN, SANTA BARBARA, HONDURAS. ZONE 2",Honduras,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5532,REDD/REDD+,project_subcategories: REDD,POINT (-88.240301 14.90501),POINT (88.240301000000002 14.905010000000001),manual_review_sign_correction
VCS_5565_2026-04-01,VCS,5565,Projeto REDD+ Xikrin do Cateté,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5565,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-50.813751 -6.357323),POINT (-6.357323 -50.813751000000003),longitude_latitude_swapped_manual_review
VCS_5585_2026-04-01,VCS,5585,PROJECT LESTARI,Indonesia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5585,REDD/REDD+,project_subcategories: REDD,POINT (114.911507 1.830851),,
VCS_5587_2026-04-01,VCS,5587,Conkouati-Douli National Park REDD+ Project,Congo,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5587,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (11.451513 -3.918761),,
VCS_562_2026-04-01,VCS,562,The Kasigau Corridor REDD Project – Phase I Rukinga Sanctuary,Kenya,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/562,REDD/REDD+,project_name: REDD; project_subcategories: REDD,POINT (38.785508 -3.674261),,
VCS_5634_2026-04-01,VCS,5634,Lower Sepik REDD+ Project,Papua New Guinea,Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/5634,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (144.065832 -4.0625),,
VCS_5637_2026-04-01,VCS,5637,REDD+ PROJECT ARARA PEOPLE,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5637,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (-54.167781 -4.333703),POINT (-4.333703 -54.167780999999998),longitude_latitude_swapped_manual_review
VCS_5713_2026-04-01,VCS,5713,Afforestation Project in Mongolia,Mongolia,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5713,REDD/REDD+,project_description: REDD+,POINT (104.933333000000005 48.866666000000002),,
VCS_5836_2026-04-01,VCS,5836,Amazon Highest-Deforestation Frontline (HDF) XREDD Grouped Project,Brazil,Agriculture Forestry and Other Land Use,Under development,Point,https://registry.verra.org/app/projectDetail/VCS/5836,REDD/REDD+,project_subcategories: REDD,POINT (-62.850833 -6.400553),POINT (62.850833000000002 6.400553),manual_review_sign_and_axis_correction
VCS_587_2026-04-01,VCS,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/587,REDD/REDD+,project_subcategories: REDD,POINT (147.093310000000002 -42.486420000000003),,
VCS_605_2026-04-01,VCS,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/605,REDD/REDD+,project_name: REDD; project_subcategories: REDD,POINT (146.971047999999996 -41.823371000000002),,
VCS_612_2026-04-01,VCS,612,The Kasigau Corridor REDD Project - Phase II The Community Ranches,Kenya,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/612,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (38.805574 -3.917672),,
VCS_641_2026-04-01,VCS,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/641,REDD/REDD+,project_name: REDD,POINT (147.527423999999996 -42.048490000000001),,
VCS_647_2026-04-01,VCS,647,Boden Creek Ecological Preserve Forest Carbon Project,Belize,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/647,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-88.793452000000002 16.309633000000002),,
VCS_674_2026-04-01,VCS,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/674,REDD/REDD+,project_subcategories: REDD,POINT (112.299244000000002 -3.106367),,
VCS_812_2026-04-01,VCS,812,Bull Run Overseas Forest Carbon Project,Belize,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/812,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-88.794279000000003 17.046938000000001),,
VCS_818_2026-04-01,VCS,818,Protection of the Bolivian Amazon Forest,"Bolivia, Plurinational State of",Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/818,REDD/REDD+,project_description: REDD; project_subcategories: REDD,POINT (-66.286895999999999 -12.147935),,
VCS_832_2026-04-01,VCS,832,Cikel Brazilian Amazon REDD APD Project Avoiding Planned Deforestation,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/832,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-48.307810000000003 -3.237149),,
VCS_844_2026-04-01,VCS,844,Madre de Dios Amazon REDD+ Project,Peru,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/844,REDD/REDD+,project_name: REDD+; project_description: REDD; project_subcategories: REDD,POINT (-69.709090000000003 -11.087540000000001),,
VCS_852_2026-04-01,VCS,852,Rio Bravo Climate Action Project,Belize,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/852,REDD/REDD+,project_subcategories: REDD,POINT (-88.786636000000001 17.786470000000001),,
VCS_856_2026-04-01,VCS,856,The Chocó-Darién Conservation Corridor REDD Project,Colombia,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/856,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-77.341723000000002 8.468405000000001),,
VCS_868_2026-04-01,VCS,868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Peru,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/868,REDD/REDD+,project_name: REDD; project_subcategories: REDD,POINT (-69.635287000000005 -12.194625),,
VCS_875_2026-04-01,VCS,875,FLORESTAL SANTA MARIA PROJECT,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/875,REDD/REDD+,project_subcategories: REDD,POINT (-59.355406000000002 -9.165371),,
VCS_902_2026-04-01,VCS,902,KARIBA REDD+ PROJECT,Zimbabwe,Agriculture Forestry and Other Land Use,Withdrawn,Point,https://registry.verra.org/app/projectDetail/VCS/902,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (28.061029000000001 -17.238053000000001),,
VCS_904_2026-04-01,VCS,904,"Reduced Emissions from Deforestation and Degradation in Community Forests – Oddar Meanchey, Cambodia",Cambodia,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/904,REDD/REDD+,project_description: REDD; project_subcategories: REDD,POINT (103.786252000000005 14.267419),,
VCS_919_2026-04-01,VCS,919,LOWER MISSISSIPPI VALLEY GROUPED AFFORESTATION PROJECT,United States,Agriculture Forestry and Other Land Use,Late to verify,Point,https://registry.verra.org/app/projectDetail/VCS/919,REDD/REDD+,project_subcategories: REDD,POINT (-91.835194000000001 32.093952000000002),,
VCS_934_2026-04-01,VCS,934,The Mai Ndombe REDD+ Project,"Congo, The Democratic Republic of the",Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/934,REDD/REDD+,project_name: REDD+; project_description: REDD+; project_subcategories: REDD,POINT (18.043932000000002 -1.957187),,
VCS_944_2026-04-01,VCS,944,Alto Mayo Conservation Initiative,Peru,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/944,REDD/REDD+,project_subcategories: REDD,POINT (-77.547634000000002 -5.780293),,
VCS_953_2026-04-01,VCS,953,The Paraguay Forest Conservation Project - Reduction of GHG emissions from deforestation and forest degradation in the Chaco-Pantanal ecosystem,Paraguay,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/953,REDD/REDD+,project_subcategories: REDD,POINT (-58.976599 -20.967034000000002),,
VCS_958_2026-04-01,VCS,958,BIOCORREDOR MARTIN SAGRADO REDD+ PROJECT,Peru,Agriculture Forestry and Other Land Use,Verification approval requested,Point,https://registry.verra.org/app/projectDetail/VCS/958,REDD/REDD+,project_name: REDD+; project_subcategories: REDD,POINT (-77.274974 -7.533799),,
VCS_963_2026-04-01,VCS,963,The Purus Project,Brazil,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/963,REDD/REDD+,project_description: REDD+; project_subcategories: REDD,POINT (-69.472926000000001 -8.977771000000001),,
VCS_965_2026-04-01,VCS,965,ITAA afforestation on degraded grasslands under extensive grazing,Uruguay,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/965,REDD/REDD+,project_subcategories: REDD,POINT (-54.863857000000003 -33.649003),,
VCS_977_2026-04-01,VCS,977,RMDLT Portel - Para REDD Project,Brazil,Agriculture Forestry and Other Land Use,On Hold - see notification letter,Point,https://registry.verra.org/app/projectDetail/VCS/977,REDD/REDD+,project_name: REDD; project_description: REDD; project_subcategories: REDD,POINT (-50.750909 -2.816265),,
VCS_981_2026-04-01,VCS,981,Pacajai REDD+ Project,Brazil,Agriculture Forestry and Other Land Use,On Hold - see notification letter,Point,https://registry.verra.org/app/projectDetail/VCS/981,REDD/REDD+,project_name: REDD+; project_description: REDD; project_subcategories: REDD,POINT (-51.188205000000004 -2.893955),,
VCS_985_2026-04-01,VCS,985,Cordillera Azul National Park REDD Project,Peru,Agriculture Forestry and Other Land Use,Registered,Point,https://registry.verra.org/app/projectDetail/VCS/985,REDD/REDD+,project_name: REDD; project_description: REDD+; project_subcategories: REDD,POINT (-75.987144000000001 -7.083974),,
VCS_999_2026-04-01,VCS,999,Protection of the Amazon Rain Forest II,"Bolivia, Plurinational State of",Agriculture Forestry and Other Land Use,Under validation,Point,https://registry.verra.org/app/projectDetail/VCS/999,REDD/REDD+,project_description: REDD; project_subcategories: REDD,POINT (-66.933019999999999 -10.99141),,
